qtype,method,params,mrr,ndcg5,ndcg10
python,rsj,,0.4376533771999055,0.4916334236032265,0.559693188532489
python,tfidf,,0.4682951949146907,0.5287348590015869,0.5892200752393557
python,bm25,,0.4858254804567126,0.5446638585545049,0.6040050919509934
python,bm255,,0.5042700497208105,0.5632038654560472,0.6212132826456036
